,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.05,Metric Tonnes,15-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.04,Metric Tonnes,14-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.03,Metric Tonnes,14-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.06,Metric Tonnes,13-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.04,Metric Tonnes,13-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.05,Metric Tonnes,13-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.04,Metric Tonnes,12-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.04,Metric Tonnes,12-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.06,Metric Tonnes,12-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.06,Metric Tonnes,11-12-2025
