,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.06,Metric Tonnes,24-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,200.00","3,200.00","3,200.00",Rs./Quintal,0.07,Metric Tonnes,23-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.06,Metric Tonnes,23-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.04,Metric Tonnes,23-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.07,Metric Tonnes,22-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,200.00","3,200.00","3,200.00",Rs./Quintal,0.07,Metric Tonnes,22-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,0.07,Metric Tonnes,22-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.06,Metric Tonnes,21-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.05,Metric Tonnes,21-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.07,Metric Tonnes,21-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.07,Metric Tonnes,20-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.08,Metric Tonnes,20-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,800.00","2,800.00","2,800.00",Rs./Quintal,0.07,Metric Tonnes,19-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.08,Metric Tonnes,19-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.07,Metric Tonnes,18-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.05,Metric Tonnes,18-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,800.00","2,800.00","2,800.00",Rs./Quintal,0.06,Metric Tonnes,17-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.05,Metric Tonnes,17-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.08,Metric Tonnes,17-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.07,Metric Tonnes,16-12-2025
