,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,900.00","2,000.00","1,960.00",Rs./Quintal,27.90,Metric Tonnes,22-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,167.50,Metric Tonnes,22-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Jalander,FAQ,"2,000.00","2,200.00","2,150.00",Rs./Quintal,0.10,Metric Tonnes,22-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,"1,000.00","1,600.00","1,200.00",Rs./Quintal,50.50,Metric Tonnes,22-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,400.00","1,600.00","1,550.00",Rs./Quintal,17.70,Metric Tonnes,22-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,500.00,750.00,700.00,Rs./Quintal,256.70,Metric Tonnes,22-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,500.00,"1,000.00",850.00,Rs./Quintal,130.00,Metric Tonnes,22-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,800.00","2,100.00","2,050.00",Rs./Quintal,14.30,Metric Tonnes,21-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,"1,100.00","1,500.00","1,400.00",Rs./Quintal,119.80,Metric Tonnes,21-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,"1,000.00","1,600.00","1,450.00",Rs./Quintal,171.20,Metric Tonnes,21-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,500.00","1,700.00","1,650.00",Rs./Quintal,13.90,Metric Tonnes,21-01-2026
