sl_no,state,district,district_code,crop,season,sowing_period,harvesting_period
4862.0,MP,SHAHDOL,460,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4863.0,MP,SHAHDOL,460,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4864.0,MP,SHAHDOL,460,SAFFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W
4865.0,MP,SHAHDOL,460,SUGARCANE,,-,-
4866.0,MP,SHAHDOL,460,COTTON,,-,-
4867.0,MP,UMARIA,431,PADDY,,July I W -IV W,Nov II W -III W
4868.0,MP,UMARIA,431,JOWAR,,June III W -July I W,Oct I W -III W
4869.0,MP,UMARIA,431,BAJRA,,-,-
4870.0,MP,UMARIA,431,MAIZE,,June III W -July II W,Oct I W - III W
4871.0,MP,UMARIA,431,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4872.0,MP,UMARIA,431,TUR,,June IV W -July II W,Dec IV W -Jan III W
4873.0,MP,UMARIA,431,URAD,,June IV W -July II W,Sept II W -Oct I W
4874.0,MP,UMARIA,431,MOONG,,-,-
4875.0,MP,UMARIA,431,GROUNDNUT,,-,-
4876.0,MP,UMARIA,431,SOYABEAN,,June IV W -July II W,Oct I W -II W
4877.0,MP,UMARIA,431,SESAMUM,,July I W - IV W,Oct II W -IV W
4878.0,MP,UMARIA,431,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W
4879.0,MP,UMARIA,431,WHEAT,,Nov II W - VI W,March II W -IV W
4880.0,MP,UMARIA,431,BARLEY,,-,-
4881.0,MP,UMARIA,431,GRAM,,Nov I W -Nov III W,March II W -III W
4882.0,MP,UMARIA,431,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4883.0,MP,UMARIA,431,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4884.0,MP,UMARIA,431,TEORA,,Oct I W -III W,Jan IV W -Feb II W
4885.0,MP,UMARIA,431,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4886.0,MP,UMARIA,431,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4887.0,MP,UMARIA,431,SAFFLOWER,,-,-
4888.0,MP,UMARIA,431,SUGARCANE,,-,-
4889.0,MP,UMARIA,431,COTTON,,-,-
4890.0,MP,ANUPPUR,461,PADDY,,July I W -IV W,Nov II W -III W
4891.0,MP,ANUPPUR,461,JOWAR,,-,-
4892.0,MP,ANUPPUR,461,BAJRA,,-,-
4893.0,MP,ANUPPUR,461,MAIZE,,June III W -July II W,Oct I W - III W
4894.0,MP,ANUPPUR,461,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4895.0,MP,ANUPPUR,461,TUR,,June IV W -July II W,Dec IV W -Jan III W
4896.0,MP,ANUPPUR,461,URAD,,June IV W -July II W,Sept II W -Oct I W
4897.0,MP,ANUPPUR,461,MOONG,,-,-
4898.0,MP,ANUPPUR,461,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4899.0,MP,ANUPPUR,461,SOYABEAN,,June IV W -July II W,Oct I W -II W
4900.0,MP,ANUPPUR,461,SESAMUM,,July I W - IV W,Oct II W -IV W
4901.0,MP,ANUPPUR,461,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W
4902.0,MP,ANUPPUR,461,WHEAT,,Nov II W - VI W,March II W -IV W
4903.0,MP,ANUPPUR,461,BARLEY,,-,-
4904.0,MP,ANUPPUR,461,GRAM,,Nov I W -Nov III W,March II W -III W
4905.0,MP,ANUPPUR,461,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4906.0,MP,ANUPPUR,461,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4907.0,MP,ANUPPUR,461,TEORA,,-,-
4908.0,MP,ANUPPUR,461,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4909.0,MP,ANUPPUR,461,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4910.0,MP,ANUPPUR,461,SAFFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W
4911.0,MP,ANUPPUR,461,SUGARCANE,,-,-
4912.0,MP,ANUPPUR,461,COTTON,,-,-
4913.0,MP,INDORE,439,PADDY,,-,-
4914.0,MP,INDORE,439,JOWAR,,-,-
4915.0,MP,INDORE,439,BAJRA,,-,-
4916.0,MP,INDORE,439,MAIZE,,June III W -July II W,Oct I W - III W
4917.0,MP,INDORE,439,KODOKUTKI,,-,-
4918.0,MP,INDORE,439,TUR,,June IV W -July II W,Dec IV W -Jan III W
4919.0,MP,INDORE,439,URAD,,-,-
4920.0,MP,INDORE,439,MOONG,,-,-
4921.0,MP,INDORE,439,GROUNDNUT,,June IV W -July II W,Oct I W -II W
4922.0,MP,INDORE,439,SOYABEAN,,-,-
4923.0,MP,INDORE,439,SESAMUM,,-,-
4924.0,MP,INDORE,439,NIGER SEED,,Oct IV W - Nov II W,Feb IV W -Mar II W
4925.0,MP,INDORE,439,WHEAT,,-,-
4926.0,MP,INDORE,439,BARLEY,,-,-
4927.0,MP,INDORE,439,GRAM,,-,-
4928.0,MP,INDORE,439,PEAS,,-,-
4929.0,MP,INDORE,439,LENTIL,,Nov I W -Nov III W,March II W -III W
4930.0,MP,INDORE,439,TEORA,,Oct II W -Nov II W,Feb II W -IV W
4931.0,MP,INDORE,439,R- SEED MUSTARD,,-,-
4932.0,MP,INDORE,439,LINSEED,,-,-
4933.0,MP,INDORE,439,SAFFLOWER,,-,-
4934.0,MP,INDORE,439,SUGARCANE,,-,-
4935.0,MP,INDORE,439,COTTON,,-,-
4936.0,MP,DHAR,438,PADDY,,July I W -IV W,Nov II W -III W
4937.0,MP,DHAR,438,JOWAR,,June III W -July I W,Oct I W -III W
4938.0,MP,DHAR,438,BAJRA,,June III W -July I W,Sept IV W -Oct I W
4939.0,MP,DHAR,438,MAIZE,,June III W -July II W,Oct I W - III W
4940.0,MP,DHAR,438,KODOKUTKI,,-,-
4941.0,MP,DHAR,438,TUR,,June IV W -July II W,Dec IV W -Jan III W
4942.0,MP,DHAR,438,URAD,,June IV W -July II W,Sept II W -Oct I W
4943.0,MP,DHAR,438,MOONG,,June IV W -July II W,Sept II W -Oct I W
4944.0,MP,DHAR,438,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4945.0,MP,DHAR,438,SOYABEAN,,June IV W -July II W,Oct I W -II W
4946.0,MP,DHAR,438,SESAMUM,,-,-
4947.0,MP,DHAR,438,NIGER SEED,,-,-
4948.0,MP,DHAR,438,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
4949.0,MP,DHAR,438,BARLEY,,Nov II W - VI W,March II W -IV W
4950.0,MP,DHAR,438,GRAM,,Nov I W -Nov III W,March II W -III W
4951.0,MP,DHAR,438,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4952.0,MP,DHAR,438,LENTIL,,-,-
4953.0,MP,DHAR,438,TEORA,,-,-
4954.0,MP,DHAR,438,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4955.0,MP,DHAR,438,LINSEED,,-,-
4956.0,MP,DHAR,438,SAFFLOWER,,-,-
4957.0,MP,DHAR,438,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W
4958.0,MP,DHAR,438,COTTON,,-,-
4959.0,MP,JHABUA,464,PADDY,,July I W -IV W,Nov II W -III W
4960.0,MP,JHABUA,464,JOWAR,,June III W -July I W,Oct I W -III W
4961.0,MP,JHABUA,464,BAJRA,,June III W -July I W,Sept IV W -Oct I W
4962.0,MP,JHABUA,464,MAIZE,,June III W -July II W,Oct I W - III W
4963.0,MP,JHABUA,464,KODOKUTKI,,-,-
4964.0,MP,JHABUA,464,TUR,,June IV W -July II W,Dec IV W -Jan III W
4965.0,MP,JHABUA,464,URAD,,June IV W -July II W,Sept II W -Oct I W
4966.0,MP,JHABUA,464,MOONG,,June IV W -July II W,Sept II W -Oct I W
4967.0,MP,JHABUA,464,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4968.0,MP,JHABUA,464,SOYABEAN,,June IV W -July II W,Oct I W -II W
4969.0,MP,JHABUA,464,SESAMUM,,-,-
4970.0,MP,JHABUA,464,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W
4971.0,MP,JHABUA,464,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
4972.0,MP,JHABUA,464,BARLEY,,Nov II W - VI W,March II W -IV W
4973.0,MP,JHABUA,464,GRAM,,Nov I W -Nov III W,March II W -III W
4974.0,MP,JHABUA,464,PEAS,,-,-
4975.0,MP,JHABUA,464,LENTIL,,-,-
4976.0,MP,JHABUA,464,TEORA,,-,-
4977.0,MP,JHABUA,464,R- SEED MUSTARD,,-,-
4978.0,MP,JHABUA,464,LINSEED,,-,-
4979.0,MP,JHABUA,464,SAFFLOWER,,-,-
4980.0,MP,JHABUA,464,SUGARCANE,,-,-
4981.0,MP,JHABUA,464,COTTON,,June II W -July IW,Nov II W -Dec II W
4982.0,MP,ALIRAJPUR,465,PADDY,,July I W -IV W,Nov II W -III W
4983.0,MP,ALIRAJPUR,465,JOWAR,,June III W -July I W,Oct I W -III W
4984.0,MP,ALIRAJPUR,465,BAJRA,,June III W -July I W,Sept IV W -Oct I W
4985.0,MP,ALIRAJPUR,465,MAIZE,,June III W -July II W,Oct I W - III W
4986.0,MP,ALIRAJPUR,465,KODOKUTKI,,-,-
4987.0,MP,ALIRAJPUR,465,TUR,,June IV W -July II W,Dec IV W -Jan III W
4988.0,MP,ALIRAJPUR,465,URAD,,June IV W -July II W,Sept II W -Oct I W
4989.0,MP,ALIRAJPUR,465,MOONG,,June IV W -July II W,Sept II W -Oct I W
4990.0,MP,ALIRAJPUR,465,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4991.0,MP,ALIRAJPUR,465,SOYABEAN,,June IV W -July II W,Oct I W -II W
4992.0,MP,ALIRAJPUR,465,SESAMUM,,July I W - IV W,Oct II W -IV W
4993.0,MP,ALIRAJPUR,465,NIGER SEED,,-,-
4994.0,MP,ALIRAJPUR,465,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
4995.0,MP,ALIRAJPUR,465,BARLEY,,Nov II W - VI W,March II W -IV W
4996.0,MP,ALIRAJPUR,465,GRAM,,Nov I W -Nov III W,March II W -III W
4997.0,MP,ALIRAJPUR,465,PEAS,,-,-
4998.0,MP,ALIRAJPUR,465,LENTIL,,-,-
4999.0,MP,ALIRAJPUR,465,TEORA,,-,-
5000.0,MP,ALIRAJPUR,465,R- SEED MUSTARD,,-,-
5001.0,MP,ALIRAJPUR,465,LINSEED,,-,-
5002.0,MP,ALIRAJPUR,465,SAFFLOWER,,-,-
5003.0,MP,ALIRAJPUR,465,SUGARCANE,,-,-
5004.0,MP,ALIRAJPUR,465,COTTON,,June II W -July IW,Nov II W -Dec II W
5005.0,MP,KHARGONE,440,PADDY,,July I W -IV W,Nov II W -III W
5006.0,MP,KHARGONE,440,JOWAR,,June III W -July I W,Oct I W -III W
5007.0,MP,KHARGONE,440,BAJRA,,June III W -July I W,Sept IV W -Oct I W
5008.0,MP,KHARGONE,440,MAIZE,,June III W -July II W,Oct I W - III W
5009.0,MP,KHARGONE,440,KODOKUTKI,,-,-
5010.0,MP,KHARGONE,440,TUR,,June IV W -July II W,Dec IV W -Jan III W
5011.0,MP,KHARGONE,440,URAD,,June IV W -July II W,Sept II W -Oct I W
5012.0,MP,KHARGONE,440,MOONG,,June IV W -July II W,Sept II W -Oct I W
5013.0,MP,KHARGONE,440,GROUNDNUT,,June IV W -July I W,Oct II W -III W
5014.0,MP,KHARGONE,440,SOYABEAN,,June IV W -July II W,Oct I W -II W
5015.0,MP,KHARGONE,440,SESAMUM,,July I W - IV W,Oct II W -IV W
5016.0,MP,KHARGONE,440,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W
5017.0,MP,KHARGONE,440,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
5018.0,MP,KHARGONE,440,BARLEY,,Nov II W - VI W,March II W -IV W
5019.0,MP,KHARGONE,440,GRAM,,Nov I W -Nov III W,March II W -III W
5020.0,MP,KHARGONE,440,PEAS,,-,-
5021.0,MP,KHARGONE,440,LENTIL,,-,-
5022.0,MP,KHARGONE,440,TEORA,,Oct I W -III W,Jan IV W -Feb II W
5023.0,MP,KHARGONE,440,R- SEED MUSTARD,,-,-
5024.0,MP,KHARGONE,440,LINSEED,,-,-
5025.0,MP,KHARGONE,440,SAFFLOWER,,-,-
5026.0,MP,KHARGONE,440,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W
5027.0,MP,KHARGONE,440,COTTON,,June II W -July IW,Nov II W -Dec II W
5028.0,MP,BARWANI,441,PADDY,,July I W -IV W,Nov II W -III W
5029.0,MP,BARWANI,441,JOWAR,,June III W -July I W,Oct I W -III W
5030.0,MP,BARWANI,441,BAJRA,,June III W -July I W,Sept IV W -Oct I W
5031.0,MP,BARWANI,441,MAIZE,,June III W -July II W,Oct I W - III W
5032.0,MP,BARWANI,441,KODOKUTKI,,-,-
5033.0,MP,BARWANI,441,TUR,,June IV W -July II W,Dec IV W -Jan III W
5034.0,MP,BARWANI,441,URAD,,June IV W -July II W,Sept II W -Oct I W
5035.0,MP,BARWANI,441,MOONG,,June IV W -July II W,Sept II W -Oct I W
5036.0,MP,BARWANI,441,GROUNDNUT,,June IV W -July I W,Oct II W -III W
5037.0,MP,BARWANI,441,SOYABEAN,,June IV W -July II W,Oct I W -II W
5038.0,MP,BARWANI,441,SESAMUM,,-,-
5039.0,MP,BARWANI,441,NIGER SEED,,-,-
5040.0,MP,BARWANI,441,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
5041.0,MP,BARWANI,441,BARLEY,,Nov II W - VI W,March II W -IV W
5042.0,MP,BARWANI,441,GRAM,,Nov I W -Nov III W,March II W -III W
5043.0,MP,BARWANI,441,PEAS,,-,-
5044.0,MP,BARWANI,441,LENTIL,,-,-
5045.0,MP,BARWANI,441,TEORA,,-,-
5046.0,MP,BARWANI,441,R- SEED MUSTARD,,-,-
5047.0,MP,BARWANI,441,LINSEED,,-,-
5048.0,MP,BARWANI,441,SAFFLOWER,,-,-
5049.0,MP,BARWANI,441,SUGARCANE,,-,-
5050.0,MP,BARWANI,441,COTTON,,June II W -July IW,Nov II W -Dec II W
5051.0,MP,KHANDWA,466,PADDY,,July I W -IV W,Nov II W -III W
5052.0,MP,KHANDWA,466,JOWAR,,June III W -July I W,Oct I W -III W
5053.0,MP,KHANDWA,466,BAJRA,,-,-
5054.0,MP,KHANDWA,466,MAIZE,,-,-
5055.0,MP,KHANDWA,466,KODOKUTKI,,June III W -July II W,Oct I W - III W
5056.0,MP,KHANDWA,466,TUR,,-,-
5057.0,MP,KHANDWA,466,URAD,,June IV W -July II W,Dec IV W -Jan III W
5058.0,MP,KHANDWA,466,MOONG,,June IV W -July II W,Sept II W -Oct I W
5059.0,MP,KHANDWA,466,GROUNDNUT,,June IV W -July II W,Sept II W -Oct I W
5060.0,MP,KHANDWA,466,SOYABEAN,,June IV W -July I W,Oct II W -III W
5061.0,MP,KHANDWA,466,SESAMUM,,June IV W -July II W,Oct I W -II W
5062.0,MP,KHANDWA,466,NIGER SEED,,July I W - IV W,Oct II W -IV W
5063.0,MP,KHANDWA,466,WHEAT,,-,-
5064.0,MP,KHANDWA,466,BARLEY,,Oct IV W - Nov II W,Feb IV W -Mar II W
5065.0,MP,KHANDWA,466,GRAM,,Nov II W - VI W,March II W -IV W
5066.0,MP,KHANDWA,466,PEAS,,Nov I W -Nov III W,March II W -III W
5067.0,MP,KHANDWA,466,LENTIL,,-,-
5068.0,MP,KHANDWA,466,TEORA,,-,-
5069.0,MP,KHANDWA,466,R- SEED MUSTARD,,-,-
5070.0,MP,KHANDWA,466,LINSEED,,-,-
5071.0,MP,KHANDWA,466,SAFFLOWER,,-,-
5072.0,MP,KHANDWA,466,SUGARCANE,,-,-
5073.0,MP,KHANDWA,466,COTTON,,June II W -July IW,Nov II W -Dec II W
5074.0,MP,BURHANPUR,467,PADDY,,-,-
5075.0,MP,BURHANPUR,467,JOWAR,,June III W -July I W,Oct I W -III W
5076.0,MP,BURHANPUR,467,BAJRA,,-,-
5077.0,MP,BURHANPUR,467,MAIZE,,June III W -July II W,Oct I W - III W
5078.0,MP,BURHANPUR,467,KODOKUTKI,,-,-
5079.0,MP,BURHANPUR,467,TUR,,June IV W -July II W,Dec IV W -Jan III W
5080.0,MP,BURHANPUR,467,URAD,,June IV W -July II W,Sept II W -Oct I W
5081.0,MP,BURHANPUR,467,MOONG,,June IV W -July II W,Sept II W -Oct I W
5082.0,MP,BURHANPUR,467,GROUNDNUT,,-,-
5083.0,MP,BURHANPUR,467,SOYABEAN,,June IV W -July II W,Oct I W -II W
5084.0,MP,BURHANPUR,467,SESAMUM,,-,-
5085.0,MP,BURHANPUR,467,NIGER SEED,,-,-
5086.0,MP,BURHANPUR,467,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
5087.0,MP,BURHANPUR,467,BARLEY,,Nov II W - VI W,March II W -IV W
5088.0,MP,BURHANPUR,467,GRAM,,Nov I W -Nov III W,March II W -III W
5089.0,MP,BURHANPUR,467,PEAS,,-,-
5090.0,MP,BURHANPUR,467,LENTIL,,-,-
5091.0,MP,BURHANPUR,467,TEORA,,,
5092.0,MP,BURHANPUR,467,R- SEED MUSTARD,,,
5093.0,MP,BURHANPUR,467,LINSEED,,,
5094.0,MP,BURHANPUR,467,SAFFLOWER,,,
5095.0,MP,BURHANPUR,467,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W
5096.0,MP,BURHANPUR,467,COTTON,,June II W -July IW,Nov II W -Dec II W
5097.0,MP,UJJAIN,435,PADDY,,-,-
5098.0,MP,UJJAIN,435,JOWAR,,June III W -July I W,Oct I W -III W
5099.0,MP,UJJAIN,435,BAJRA,,-,-
5100.0,MP,UJJAIN,435,MAIZE,,June III W -July II W,Oct I W - III W
5101.0,MP,UJJAIN,435,KODOKUTKI,,-,-
5102.0,MP,UJJAIN,435,TUR,,June IV W -July II W,Dec IV W -Jan III W
5103.0,MP,UJJAIN,435,URAD,,June IV W -July II W,Sept II W -Oct I W
5104.0,MP,UJJAIN,435,MOONG,,June IV W -July II W,Sept II W -Oct I W
5105.0,MP,UJJAIN,435,GROUNDNUT,,-,-
5106.0,MP,UJJAIN,435,SOYABEAN,,June IV W -July II W,Oct I W -II W
5107.0,MP,UJJAIN,435,SESAMUM,,-,-
5108.0,MP,UJJAIN,435,NIGER SEED,,-,-
5109.0,MP,UJJAIN,435,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
5110.0,MP,UJJAIN,435,BARLEY,,-,-
5111.0,MP,UJJAIN,435,GRAM,,Nov I W -Nov III W,March II W -III W
5112.0,MP,UJJAIN,435,PEAS,,Oct II W -Nov II W,Feb II W -IV W
5113.0,MP,UJJAIN,435,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
5114.0,MP,UJJAIN,435,TEORA,,-,-
5115.0,MP,UJJAIN,435,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
5116.0,MP,UJJAIN,435,LINSEED,,-,-
5117.0,MP,UJJAIN,435,SAFFLOWER,,-,-
5118.0,MP,UJJAIN,435,SUGARCANE,,-,-
5119.0,MP,UJJAIN,435,COTTON,,-,-
5120.0,MP,MANDSAUR,433,PADDY,,-,-
5121.0,MP,MANDSAUR,433,JOWAR,,-,-
5122.0,MP,MANDSAUR,433,BAJRA,,-,-
5123.0,MP,MANDSAUR,433,MAIZE,,June III W -July II W,Oct I W - III W
5124.0,MP,MANDSAUR,433,KODOKUTKI,,-,-
5125.0,MP,MANDSAUR,433,TUR,,June IV W -July II W,Dec IV W -Jan III W
5126.0,MP,MANDSAUR,433,URAD,,June IV W -July II W,Sept II W -Oct I W
5127.0,MP,MANDSAUR,433,MOONG,,June IV W -July II W,Sept II W -Oct I W
5128.0,MP,MANDSAUR,433,GROUNDNUT,,June IV W -July I W,Oct II W -III W
5129.0,MP,MANDSAUR,433,SOYABEAN,,June IV W -July II W,Oct I W -II W
5130.0,MP,MANDSAUR,433,SESAMUM,,July I W - IV W,Oct II W -IV W
5131.0,MP,MANDSAUR,433,NIGER SEED,,-,-
5132.0,MP,MANDSAUR,433,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
5133.0,MP,MANDSAUR,433,BARLEY,,-,-
5134.0,MP,MANDSAUR,433,GRAM,,Nov I W -Nov III W,March II W -III W
5135.0,MP,MANDSAUR,433,PEAS,,Oct II W -Nov II W,Feb II W -IV W
5136.0,MP,MANDSAUR,433,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
5137.0,MP,MANDSAUR,433,TEORA,,-,-
5138.0,MP,MANDSAUR,433,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
5139.0,MP,MANDSAUR,433,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
5140.0,MP,MANDSAUR,433,SAFFLOWER,,-,-
5141.0,MP,MANDSAUR,433,SUGARCANE,,-,-
5142.0,MP,MANDSAUR,433,COTTON,,-,-
5143.0,MP,NEEMUCH,432,PADDY,,-,-
5144.0,MP,NEEMUCH,432,JOWAR,,-,-
5145.0,MP,NEEMUCH,432,BAJRA,,-,-
5146.0,MP,NEEMUCH,432,MAIZE,,June III W -July II W,Oct I W - III W
5147.0,MP,NEEMUCH,432,KODOKUTKI,,-,-
5148.0,MP,NEEMUCH,432,TUR,,-,-
5149.0,MP,NEEMUCH,432,URAD,,June IV W -July II W,Sept II W -Oct I W
5150.0,MP,NEEMUCH,432,MOONG,,-,-
5151.0,MP,NEEMUCH,432,GROUNDNUT,,June IV W -July I W,Oct II W -III W
5152.0,MP,NEEMUCH,432,SOYABEAN,,June IV W -July II W,Oct I W -II W
5153.0,MP,NEEMUCH,432,SESAMUM,,July I W - IV W,Oct II W -IV W
5154.0,MP,NEEMUCH,432,NIGER SEED,,-,-
5155.0,MP,NEEMUCH,432,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
5156.0,MP,NEEMUCH,432,BARLEY,,-,-
5157.0,MP,NEEMUCH,432,GRAM,,Nov I W -Nov III W,March II W -III W
5158.0,MP,NEEMUCH,432,PEAS,,-,-
5159.0,MP,NEEMUCH,432,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
5160.0,MP,NEEMUCH,432,TEORA,,-,-
5161.0,MP,NEEMUCH,432,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
5162.0,MP,NEEMUCH,432,LINSEED,,-,-
5163.0,MP,NEEMUCH,432,SAFFLOWER,,-,-
5164.0,MP,NEEMUCH,432,SUGARCANE,,-,-
5165.0,MP,NEEMUCH,432,COTTON,,-,-
5166.0,MP,RATLAM,434,PADDY,,-,-
5167.0,MP,RATLAM,434,JOWAR,,-,-
5168.0,MP,RATLAM,434,BAJRA,,-,-
5169.0,MP,RATLAM,434,MAIZE,,June III W -July II W,Oct I W - III W
5170.0,MP,RATLAM,434,KODOKUTKI,,-,-
5171.0,MP,RATLAM,434,TUR,,June IV W -July II W,Dec IV W -Jan III W
5172.0,MP,RATLAM,434,URAD,,June IV W -July II W,Sept II W -Oct I W
5173.0,MP,RATLAM,434,MOONG,,June IV W -July II W,Sept II W -Oct I W
5174.0,MP,RATLAM,434,GROUNDNUT,,-,-
5175.0,MP,RATLAM,434,SOYABEAN,,June IV W -July II W,Oct I W -II W
5176.0,MP,RATLAM,434,SESAMUM,,-,-
5177.0,MP,RATLAM,434,NIGER SEED,,-,-
5178.0,MP,RATLAM,434,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
5179.0,MP,RATLAM,434,BARLEY,,-,-
5180.0,MP,RATLAM,434,GRAM,,Nov I W -Nov III W,March II W -III W
5181.0,MP,RATLAM,434,PEAS,,Oct II W -Nov II W,Feb II W -IV W
5182.0,MP,RATLAM,434,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
5183.0,MP,RATLAM,434,TEORA,,-,-
5184.0,MP,RATLAM,434,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
5185.0,MP,RATLAM,434,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
5186.0,MP,RATLAM,434,SAFFLOWER,,-,-
5187.0,MP,RATLAM,434,SUGARCANE,,-,-
5188.0,MP,RATLAM,434,COTTON,,June II W -July IW,Nov II W -Dec II W
5189.0,MP,DEWAS,437,PADDY,,-,-
5190.0,MP,DEWAS,437,JOWAR,,June III W -July I W,Oct I W -III W
5191.0,MP,DEWAS,437,BAJRA,,-,-
5192.0,MP,DEWAS,437,MAIZE,,June III W -July II W,Oct I W - III W
5193.0,MP,DEWAS,437,KODOKUTKI,,-,-
5194.0,MP,DEWAS,437,TUR,,June IV W -July II W,Dec IV W -Jan III W
5195.0,MP,DEWAS,437,URAD,,-,-
5196.0,MP,DEWAS,437,MOONG,,June IV W -July II W,Sept II W -Oct I W
5197.0,MP,DEWAS,437,GROUNDNUT,,-,-
5198.0,MP,DEWAS,437,SOYABEAN,,June IV W -July II W,Oct I W -II W
5199.0,MP,DEWAS,437,SESAMUM,,-,-
5200.0,MP,DEWAS,437,NIGER SEED,,-,-
5201.0,MP,DEWAS,437,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
5202.0,MP,DEWAS,437,BARLEY,,-,-
5203.0,MP,DEWAS,437,GRAM,,Nov I W -Nov III W,March II W -III W
5204.0,MP,DEWAS,437,PEAS,,Oct II W -Nov II W,Feb II W -IV W
5205.0,MP,DEWAS,437,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
5206.0,MP,DEWAS,437,TEORA,,-,-
5207.0,MP,DEWAS,437,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
5208.0,MP,DEWAS,437,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
5209.0,MP,DEWAS,437,SAFFLOWER,,-,-
5210.0,MP,DEWAS,437,SUGARCANE,,-,-
5211.0,MP,DEWAS,437,COTTON,,June II W -July IW,Nov II W -Dec II W
5212.0,MP,SHAJAPUR,436,PADDY,,-,-
5213.0,MP,SHAJAPUR,436,JOWAR,,June III W -July I W,Oct I W -III W
5214.0,MP,SHAJAPUR,436,BAJRA,,-,-
5215.0,MP,SHAJAPUR,436,MAIZE,,June III W -July II W,Oct I W - III W
5216.0,MP,SHAJAPUR,436,KODOKUTKI,,-,-
5217.0,MP,SHAJAPUR,436,TUR,,June IV W -July II W,Dec IV W -Jan III W
5218.0,MP,SHAJAPUR,436,URAD,,June IV W -July II W,Sept II W -Oct I W
5219.0,MP,SHAJAPUR,436,MOONG,,June IV W -July II W,Sept II W -Oct I W
5220.0,MP,SHAJAPUR,436,GROUNDNUT,,June IV W -July I W,Oct II W -III W
5221.0,MP,SHAJAPUR,436,SOYABEAN,,June IV W -July II W,Oct I W -II W
5222.0,MP,SHAJAPUR,436,SESAMUM,,-,-
5223.0,MP,SHAJAPUR,436,NIGER SEED,,-,-
5224.0,MP,SHAJAPUR,436,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W
5225.0,MP,SHAJAPUR,436,BARLEY,,-,-
5226.0,MP,SHAJAPUR,436,GRAM,,Nov I W -Nov III W,March II W -III W
5227.0,MP,SHAJAPUR,436,PEAS,,Oct II W -Nov II W,Feb II W -IV W
5228.0,MP,SHAJAPUR,436,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
5229.0,MP,SHAJAPUR,436,TEORA,,-,-
5230.0,MP,SHAJAPUR,436,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
5231.0,MP,SHAJAPUR,436,LINSEED,,-,-
5232.0,MP,SHAJAPUR,436,SAFFLOWER,,-,-
