sl_no,state,district,district_code,crop,season,sowing_period,harvesting_period
4512.0,MP,BALAGHAT,457,BARLEY,,-,-
4513.0,MP,BALAGHAT,457,GRAM,,Oct IV W -Nov II W,March I W -III W
4514.0,MP,BALAGHAT,457,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4515.0,MP,BALAGHAT,457,LENTIL,,-,-
4516.0,MP,BALAGHAT,457,TEORA,,Oct I W -III W,Jan IV W -Feb II W
4517.0,MP,BALAGHAT,457,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4518.0,MP,BALAGHAT,457,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4519.0,MP,BALAGHAT,457,SAFFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W
4520.0,MP,BALAGHAT,457,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W
4521.0,MP,BALAGHAT,457,COTTON,,-,-
4522.0,MP,CHHINDWARA,455,PADDY,,July I W -IV W,Nov II W -III W
4523.0,MP,CHHINDWARA,455,JOWAR,,June III W -July I W,Oct I W -III W
4524.0,MP,CHHINDWARA,455,BAJRA,,-,-
4525.0,MP,CHHINDWARA,455,MAIZE,,June III W -July II W,Oct I W - III W
4526.0,MP,CHHINDWARA,455,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4527.0,MP,CHHINDWARA,455,TUR,,June IV W -July II W,Dec IV W -Jan III W
4528.0,MP,CHHINDWARA,455,URAD,,June IV W -July II W,Sept II W -Oct I W
4529.0,MP,CHHINDWARA,455,MOONG,,June IV W -July II W,Sept II W -Oct I W
4530.0,MP,CHHINDWARA,455,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4531.0,MP,CHHINDWARA,455,SOYABEAN,,June IV W -July II W,Oct I W -II W
4532.0,MP,CHHINDWARA,455,SESAMUM,,July I W - IV W,Oct II W -IV W
4533.0,MP,CHHINDWARA,455,NIGER SEED,,-,-
4534.0,MP,CHHINDWARA,455,WHEAT,,Nov II W - VI W,March II W -IV W
4535.0,MP,CHHINDWARA,455,BARLEY,,-,-
4536.0,MP,CHHINDWARA,455,GRAM,,Oct IV W -Nov II W,March I W -III W
4537.0,MP,CHHINDWARA,455,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4538.0,MP,CHHINDWARA,455,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4539.0,MP,CHHINDWARA,455,TEORA,,-,-
4540.0,MP,CHHINDWARA,455,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4541.0,MP,CHHINDWARA,455,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4542.0,MP,CHHINDWARA,455,SAFFLOWER,,-,-
4543.0,MP,CHHINDWARA,455,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W
4544.0,MP,CHHINDWARA,455,COTTON,,June II W -July IW,Nov II W -Dec II W
4545.0,MP,SEONI,456,PADDY,,July I W -IV W,Nov II W -III W
4546.0,MP,SEONI,456,JOWAR,,-,-
4547.0,MP,SEONI,456,BAJRA,,-,-
4548.0,MP,SEONI,456,MAIZE,,June III W -July II W,Oct I W - III W
4549.0,MP,SEONI,456,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4550.0,MP,SEONI,456,TUR,,June IV W -July II W,Dec IV W -Jan III W
4551.0,MP,SEONI,456,URAD,,June IV W -July II W,Sept II W -Oct I W
4552.0,MP,SEONI,456,MOONG,,June IV W -July II W,Sept II W -Oct I W
4553.0,MP,SEONI,456,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4554.0,MP,SEONI,456,SOYABEAN,,June IV W -July II W,Oct I W -II W
4555.0,MP,SEONI,456,SESAMUM,,July I W - IV W,Oct II W -IV W
4556.0,MP,SEONI,456,NIGER SEED,,-,-
4557.0,MP,SEONI,456,WHEAT,,Nov II W - VI W,March II W -IV W
4558.0,MP,SEONI,456,BARLEY,,-,-
4559.0,MP,SEONI,456,GRAM,,Oct IV W -Nov II W,March I W -III W
4560.0,MP,SEONI,456,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4561.0,MP,SEONI,456,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4562.0,MP,SEONI,456,TEORA,,Oct I W -III W,Jan IV W -Feb II W
4563.0,MP,SEONI,456,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4564.0,MP,SEONI,456,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4565.0,MP,SEONI,456,SAFFLOWER,,-,-
4566.0,MP,SEONI,456,SUGARCANE,,-,-
4567.0,MP,SEONI,456,COTTON,,June II W -July IW,Nov II W -Dec II W
4568.0,MP,MANDLA,454,PADDY,,July I W -IV W,Nov II W -III W
4569.0,MP,MANDLA,454,JOWAR,,June III W -July I W,Oct I W -III W
4570.0,MP,MANDLA,454,BAJRA,,-,-
4571.0,MP,MANDLA,454,MAIZE,,June III W -July II W,Oct I W - III W
4572.0,MP,MANDLA,454,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4573.0,MP,MANDLA,454,TUR,,June IV W -July II W,Dec IV W -Jan III W
4574.0,MP,MANDLA,454,URAD,,June IV W -July II W,Sept II W -Oct I W
4575.0,MP,MANDLA,454,MOONG,,-,-
4576.0,MP,MANDLA,454,GROUNDNUT,,-,-
4577.0,MP,MANDLA,454,SOYABEAN,,June IV W -July II W,Oct I W -II W
4578.0,MP,MANDLA,454,SESAMUM,,July I W - IV W,Oct II W -IV W
4579.0,MP,MANDLA,454,NIGER SEED,,-,-
4580.0,MP,MANDLA,454,WHEAT,,Nov II W - VI W,March II W -IV W
4581.0,MP,MANDLA,454,BARLEY,,-,-
4582.0,MP,MANDLA,454,GRAM,,Oct IV W -Nov II W,March I W -III W
4583.0,MP,MANDLA,454,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4584.0,MP,MANDLA,454,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4585.0,MP,MANDLA,454,TEORA,,Oct I W -III W,Jan IV W -Feb II W
4586.0,MP,MANDLA,454,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4587.0,MP,MANDLA,454,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4588.0,MP,MANDLA,454,SAFFLOWER,,-,-
4589.0,MP,MANDLA,454,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W
4590.0,MP,MANDLA,454,COTTON,,-,-
4591.0,MP,DINDORI,453,PADDY,,July I W -IV W,Nov II W -III W
4592.0,MP,DINDORI,453,JOWAR,,-,-
4593.0,MP,DINDORI,453,BAJRA,,-,-
4594.0,MP,DINDORI,453,MAIZE,,June III W -July II W,Oct I W - III W
4595.0,MP,DINDORI,453,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4596.0,MP,DINDORI,453,TUR,,June IV W -July II W,Dec IV W -Jan III W
4597.0,MP,DINDORI,453,URAD,,June IV W -July II W,Sept II W -Oct I W
4598.0,MP,DINDORI,453,MOONG,,-,-
4599.0,MP,DINDORI,453,GROUNDNUT,,-,-
4600.0,MP,DINDORI,453,SOYABEAN,,June IV W -July II W,Oct I W -II W
4601.0,MP,DINDORI,453,SESAMUM,,July I W - IV W,Oct II W -IV W
4602.0,MP,DINDORI,453,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W
4603.0,MP,DINDORI,453,WHEAT,,Nov II W - VI W,March II W -IV W
4604.0,MP,DINDORI,453,BARLEY,,-,-
4605.0,MP,DINDORI,453,GRAM,,Oct IV W -Nov II W,March I W -III W
4606.0,MP,DINDORI,453,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4607.0,MP,DINDORI,453,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4608.0,MP,DINDORI,453,TEORA,,-,-
4609.0,MP,DINDORI,453,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4610.0,MP,DINDORI,453,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4611.0,MP,DINDORI,453,SAFFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W
4612.0,MP,DINDORI,453,SUGARCANE,,,
4613.0,MP,DINDORI,453,COTTON,,,
4614.0,MP,NARSINGHPUR,452,PADDY,,July I W -IV W,Nov II W -III W
4615.0,MP,NARSINGHPUR,452,JOWAR,,June III W -July I W,Oct I W -III W
4616.0,MP,NARSINGHPUR,452,BAJRA,,-,-
4617.0,MP,NARSINGHPUR,452,MAIZE,,June III W -July II W,Oct I W - III W
4618.0,MP,NARSINGHPUR,452,KODOKUTKI,,-,-
4619.0,MP,NARSINGHPUR,452,TUR,,June IV W -July II W,Dec IV W -Jan III W
4620.0,MP,NARSINGHPUR,452,URAD,,June IV W -July II W,Sept II W -Oct I W
4621.0,MP,NARSINGHPUR,452,MOONG,,June IV W -July II W,Sept II W -Oct I W
4622.0,MP,NARSINGHPUR,452,GROUNDNUT,,-,-
4623.0,MP,NARSINGHPUR,452,SOYABEAN,,June IV W -July II W,Oct I W -II W
4624.0,MP,NARSINGHPUR,452,SESAMUM,,July I W - IV W,Oct II W -IV W
4625.0,MP,NARSINGHPUR,452,NIGER SEED,,-,-
4626.0,MP,NARSINGHPUR,452,WHEAT,,Nov II W - VI W,March II W -IV W
4627.0,MP,NARSINGHPUR,452,BARLEY,,-,-
4628.0,MP,NARSINGHPUR,452,GRAM,,Oct IV W -Nov II W,March I W -III W
4629.0,MP,NARSINGHPUR,452,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4630.0,MP,NARSINGHPUR,452,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4631.0,MP,NARSINGHPUR,452,TEORA,,-,-
4632.0,MP,NARSINGHPUR,452,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4633.0,MP,NARSINGHPUR,452,LINSEED,,,
4634.0,MP,NARSINGHPUR,452,SAFFLOWER,,,
4635.0,MP,NARSINGHPUR,452,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W
4636.0,MP,NARSINGHPUR,452,COTTON,,,
4637.0,MP,SAGAR,427,PADDY,,July I W -IV W,Nov II W -III W
4638.0,MP,SAGAR,427,JOWAR,,June III W -July I W,Oct I W -III W
4639.0,MP,SAGAR,427,BAJRA,,-,-
4640.0,MP,SAGAR,427,MAIZE,,June III W -July II W,Oct I W - III W
4641.0,MP,SAGAR,427,KODOKUTKI,,,-
4642.0,MP,SAGAR,427,TUR,,June IV W -July II W,Dec IV W -Jan III W
4643.0,MP,SAGAR,427,URAD,,June IV W -July II W,Sept II W -Oct I W
4644.0,MP,SAGAR,427,MOONG,,June IV W -July II W,Sept II W -Oct I W
4645.0,MP,SAGAR,427,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4646.0,MP,SAGAR,427,SOYABEAN,,June IV W -July II W,Oct I W -II W
4647.0,MP,SAGAR,427,SESAMUM,,July I W - IV W,Oct II W -IV W
4648.0,MP,SAGAR,427,NIGER SEED,,,
4649.0,MP,SAGAR,427,WHEAT,,Nov I W - III W,March II W -III W
4650.0,MP,SAGAR,427,BARLEY,,Nov II W - VI W,March II W -IV W
4651.0,MP,SAGAR,427,GRAM,,Oct III W -Nov I W,March I W -II W
4652.0,MP,SAGAR,427,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4653.0,MP,SAGAR,427,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4654.0,MP,SAGAR,427,TEORA,,Oct I W -III W,Jan IV W -Feb II W
4655.0,MP,SAGAR,427,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4656.0,MP,SAGAR,427,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4657.0,MP,SAGAR,427,SAFFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W
4658.0,MP,SAGAR,427,SUGARCANE,,-,-
4659.0,MP,SAGAR,427,COTTON,,-,-
4660.0,MP,DAMOH,428,PADDY,,July I W -IV W,Nov II W -III W
4661.0,MP,DAMOH,428,JOWAR,,June III W -July I W,Oct I W -III W
4662.0,MP,DAMOH,428,BAJRA,,-,-
4663.0,MP,DAMOH,428,MAIZE,,June III W -July II W,Oct I W - III W
4664.0,MP,DAMOH,428,KODOKUTKI,,-,-
4665.0,MP,DAMOH,428,TUR,,June IV W -July II W,Dec IV W -Jan III W
4666.0,MP,DAMOH,428,URAD,,June IV W -July II W,Sept II W -Oct I W
4667.0,MP,DAMOH,428,MOONG,,June IV W -July II W,Sept II W -Oct I W
4668.0,MP,DAMOH,428,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4669.0,MP,DAMOH,428,SOYABEAN,,June IV W -July II W,Oct I W -II W
4670.0,MP,DAMOH,428,SESAMUM,,July I W - IV W,Oct II W -IV W
4671.0,MP,DAMOH,428,NIGER SEED,,-,-
4672.0,MP,DAMOH,428,WHEAT,,Nov I W - III W,March II W -III W
4673.0,MP,DAMOH,428,BARLEY,,-,-
4674.0,MP,DAMOH,428,GRAM,,Oct III W -Nov I W,March I W -II W
4675.0,MP,DAMOH,428,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4676.0,MP,DAMOH,428,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4677.0,MP,DAMOH,428,TEORA,,Oct I W -III W,Jan IV W -Feb II W
4678.0,MP,DAMOH,428,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4679.0,MP,DAMOH,428,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4680.0,MP,DAMOH,428,SAFFLOWER,,-,-
4681.0,MP,DAMOH,428,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W
4682.0,MP,DAMOH,428,COTTON,,,
4683.0,MP,PANNA,426,PADDY,,July I W -IV W,Nov II W -III W
4684.0,MP,PANNA,426,JOWAR,,June III W -July I W,Oct I W -III W
4685.0,MP,PANNA,426,BAJRA,,-,-
4686.0,MP,PANNA,426,MAIZE,,June III W -July II W,Oct I W - III W
4687.0,MP,PANNA,426,KODOKUTKI,,-,-
4688.0,MP,PANNA,426,TUR,,June IV W -July II W,Dec IV W -Jan III W
4689.0,MP,PANNA,426,URAD,,June IV W -July II W,Sept II W -Oct I W
4690.0,MP,PANNA,426,MOONG,,June IV W -July II W,Sept II W -Oct I W
4691.0,MP,PANNA,426,GROUNDNUT,,-,-
4692.0,MP,PANNA,426,SOYABEAN,,June IV W -July II W,Oct I W -II W
4693.0,MP,PANNA,426,SESAMUM,,July I W - IV W,Oct II W -IV W
4694.0,MP,PANNA,426,NIGER SEED,,-,-
4695.0,MP,PANNA,426,WHEAT,,Nov I W - III W,March II W -III W
4696.0,MP,PANNA,426,BARLEY,,Nov II W - VI W,March II W -IV W
4697.0,MP,PANNA,426,GRAM,,Oct III W -Nov I W,March I W -II W
4698.0,MP,PANNA,426,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4699.0,MP,PANNA,426,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4700.0,MP,PANNA,426,TEORA,,-,-
4701.0,MP,PANNA,426,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4702.0,MP,PANNA,426,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4703.0,MP,PANNA,426,SAFFLOWER,,-,-
4704.0,MP,PANNA,426,SUGARCANE,,,
4705.0,MP,PANNA,426,COTTON,,,
4706.0,MP,TIKAMGARH,424,PADDY,,July I W -IV W,Nov II W -III W
4707.0,MP,TIKAMGARH,424,JOWAR,,June III W -July I W,Oct I W -III W
4708.0,MP,TIKAMGARH,424,BAJRA,,-,-
4709.0,MP,TIKAMGARH,424,MAIZE,,June III W -July II W,Oct I W - III W
4710.0,MP,TIKAMGARH,424,KODOKUTKI,,-,-
4711.0,MP,TIKAMGARH,424,TUR,,-,-
4712.0,MP,TIKAMGARH,424,URAD,,June IV W -July II W,Sept II W -Oct I W
4713.0,MP,TIKAMGARH,424,MOONG,,June IV W -July II W,Sept II W -Oct I W
4714.0,MP,TIKAMGARH,424,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4715.0,MP,TIKAMGARH,424,SOYABEAN,,June IV W -July II W,Oct I W -II W
4716.0,MP,TIKAMGARH,424,SESAMUM,,July I W - IV W,Oct II W -IV W
4717.0,MP,TIKAMGARH,424,NIGER SEED,,-,-
4718.0,MP,TIKAMGARH,424,WHEAT,,Nov I W - III W,March II W -III W
4719.0,MP,TIKAMGARH,424,BARLEY,,Nov II W - VI W,March II W -IV W
4720.0,MP,TIKAMGARH,424,GRAM,,Oct III W -Nov I W,March I W -II W
4721.0,MP,TIKAMGARH,424,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4722.0,MP,TIKAMGARH,424,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4723.0,MP,TIKAMGARH,424,TEORA,,-,-
4724.0,MP,TIKAMGARH,424,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4725.0,MP,TIKAMGARH,424,LINSEED,,,
4726.0,MP,TIKAMGARH,424,SAFFLOWER,,,
4727.0,MP,TIKAMGARH,424,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W
4728.0,MP,TIKAMGARH,424,COTTON,,,
4729.0,MP,CHATTARPUR,425,PADDY,,July I W -IV W,Nov II W -III W
4730.0,MP,CHATTARPUR,425,JOWAR,,June III W -July I W,Oct I W -III W
4731.0,MP,CHATTARPUR,425,BAJRA,,-,-
4732.0,MP,CHATTARPUR,425,MAIZE,,June III W -July II W,Oct I W - III W
4733.0,MP,CHATTARPUR,425,KODOKUTKI,,-,-
4734.0,MP,CHATTARPUR,425,TUR,,June IV W -July II W,Dec IV W -Jan III W
4735.0,MP,CHATTARPUR,425,URAD,,June IV W -July II W,Sept II W -Oct I W
4736.0,MP,CHATTARPUR,425,MOONG,,June IV W -July II W,Sept II W -Oct I W
4737.0,MP,CHATTARPUR,425,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4738.0,MP,CHATTARPUR,425,SOYABEAN,,June IV W -July II W,Oct I W -II W
4739.0,MP,CHATTARPUR,425,SESAMUM,,July I W - IV W,Oct II W -IV W
4740.0,MP,CHATTARPUR,425,NIGER SEED,,-,-
4741.0,MP,CHATTARPUR,425,WHEAT,,Nov I W - III W,March II W -III W
4742.0,MP,CHATTARPUR,425,BARLEY,,Nov II W - VI W,March II W -IV W
4743.0,MP,CHATTARPUR,425,GRAM,,Oct III W -Nov I W,March I W -II W
4744.0,MP,CHATTARPUR,425,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4745.0,MP,CHATTARPUR,425,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4746.0,MP,CHATTARPUR,425,TEORA,,-,-
4747.0,MP,CHATTARPUR,425,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4748.0,MP,CHATTARPUR,425,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4749.0,MP,CHATTARPUR,425,SAFFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W
4750.0,MP,CHATTARPUR,425,SUGARCANE,,,
4751.0,MP,CHATTARPUR,425,COTTON,,,
4752.0,MP,REWA,430,PADDY,,July I W -IV W,Nov II W -III W
4753.0,MP,REWA,430,JOWAR,,June III W -July I W,Oct I W -III W
4754.0,MP,REWA,430,BAJRA,,June III W -July I W,Sept IV W -Oct I W
4755.0,MP,REWA,430,MAIZE,,June III W -July II W,Oct I W - III W
4756.0,MP,REWA,430,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4757.0,MP,REWA,430,TUR,,June IV W -July II W,Dec IV W -Jan III W
4758.0,MP,REWA,430,URAD,,June IV W -July II W,Sept II W -Oct I W
4759.0,MP,REWA,430,MOONG,,June IV W -July II W,Sept II W -Oct I W
4760.0,MP,REWA,430,GROUNDNUT,,-,-
4761.0,MP,REWA,430,SOYABEAN,,June IV W -July II W,Oct I W -II W
4762.0,MP,REWA,430,SESAMUM,,July I W - IV W,Oct II W -IV W
4763.0,MP,REWA,430,NIGER SEED,,-,-
4764.0,MP,REWA,430,WHEAT,,Nov II W - VI W,March II W -IV W
4765.0,MP,REWA,430,BARLEY,,Nov II W - VI W,March II W -IV W
4766.0,MP,REWA,430,GRAM,,Nov I W -Nov III W,March II W -III W
4767.0,MP,REWA,430,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4768.0,MP,REWA,430,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4769.0,MP,REWA,430,TEORA,,-,-
4770.0,MP,REWA,430,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4771.0,MP,REWA,430,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4772.0,MP,REWA,430,SAFFLOWER,,-,-
4773.0,MP,REWA,430,SUGARCANE,,-,-
4774.0,MP,REWA,430,COTTON,,-,-
4775.0,MP,SIDHI,462,PADDY,,July I W -IV W,Nov II W -III W
4776.0,MP,SIDHI,462,JOWAR,,June III W -July I W,Oct I W -III W
4777.0,MP,SIDHI,462,BAJRA,,June III W -July I W,Sept IV W -Oct I W
4778.0,MP,SIDHI,462,MAIZE,,June III W -July II W,Oct I W - III W
4779.0,MP,SIDHI,462,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4780.0,MP,SIDHI,462,TUR,,June IV W -July II W,Dec IV W -Jan III W
4781.0,MP,SIDHI,462,URAD,,June IV W -July II W,Sept II W -Oct I W
4782.0,MP,SIDHI,462,MOONG,,June IV W -July II W,Sept II W -Oct I W
4783.0,MP,SIDHI,462,GROUNDNUT,,-,-
4784.0,MP,SIDHI,462,SOYABEAN,,June IV W -July II W,Oct I W -II W
4785.0,MP,SIDHI,462,SESAMUM,,July I W - IV W,Oct II W -IV W
4786.0,MP,SIDHI,462,NIGER SEED,,-,-
4787.0,MP,SIDHI,462,WHEAT,,Nov II W - VI W,March II W -IV W
4788.0,MP,SIDHI,462,BARLEY,,Nov II W - VI W,March II W -IV W
4789.0,MP,SIDHI,462,GRAM,,Nov I W -Nov III W,March II W -III W
4790.0,MP,SIDHI,462,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4791.0,MP,SIDHI,462,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4792.0,MP,SIDHI,462,TEORA,,-,-
4793.0,MP,SIDHI,462,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4794.0,MP,SIDHI,462,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4795.0,MP,SIDHI,462,SAFFLOWER,,-,-
4796.0,MP,SIDHI,462,SUGARCANE,,-,-
4797.0,MP,SIDHI,462,COTTON,,-,-
4798.0,MP,SINGROLI,463,PADDY,,July I W -IV W,Nov II W -III W
4799.0,MP,SINGROLI,463,JOWAR,,June III W -July I W,Oct I W -III W
4800.0,MP,SINGROLI,463,BAJRA,,June III W -July I W,Sept IV W -Oct I W
4801.0,MP,SINGROLI,463,MAIZE,,June III W -July II W,Oct I W - III W
4802.0,MP,SINGROLI,463,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4803.0,MP,SINGROLI,463,TUR,,June IV W -July II W,Dec IV W -Jan III W
4804.0,MP,SINGROLI,463,URAD,,June IV W -July II W,Sept II W -Oct I W
4805.0,MP,SINGROLI,463,MOONG,,June IV W -July II W,Sept II W -Oct I W
4806.0,MP,SINGROLI,463,GROUNDNUT,,-,-
4807.0,MP,SINGROLI,463,SOYABEAN,,-,-
4808.0,MP,SINGROLI,463,SESAMUM,,July I W - IV W,Oct II W -IV W
4809.0,MP,SINGROLI,463,NIGER SEED,,-,-
4810.0,MP,SINGROLI,463,WHEAT,,Nov II W - VI W,March II W -IV W
4811.0,MP,SINGROLI,463,BARLEY,,Nov II W - VI W,March II W -IV W
4812.0,MP,SINGROLI,463,GRAM,,Nov I W -Nov III W,March II W -III W
4813.0,MP,SINGROLI,463,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4814.0,MP,SINGROLI,463,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4815.0,MP,SINGROLI,463,TEORA,,-,-
4816.0,MP,SINGROLI,463,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4817.0,MP,SINGROLI,463,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4818.0,MP,SINGROLI,463,SAFFLOWER,,-,-
4819.0,MP,SINGROLI,463,SUGARCANE,,-,-
4820.0,MP,SINGROLI,463,COTTON,,-,-
4821.0,MP,SATNA,429,PADDY,,July I W -IV W,Nov II W -III W
4822.0,MP,SATNA,429,JOWAR,,June III W -July I W,Oct I W -III W
4823.0,MP,SATNA,429,BAJRA,,-,-
4824.0,MP,SATNA,429,MAIZE,,June III W -July II W,Oct I W - III W
4825.0,MP,SATNA,429,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4826.0,MP,SATNA,429,TUR,,June IV W -July II W,Dec IV W -Jan III W
4827.0,MP,SATNA,429,URAD,,June IV W -July II W,Sept II W -Oct I W
4828.0,MP,SATNA,429,MOONG,,June IV W -July II W,Sept II W -Oct I W
4829.0,MP,SATNA,429,GROUNDNUT,,-,-
4830.0,MP,SATNA,429,SOYABEAN,,June IV W -July II W,Oct I W -II W
4831.0,MP,SATNA,429,SESAMUM,,July I W - IV W,Oct II W -IV W
4832.0,MP,SATNA,429,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W
4833.0,MP,SATNA,429,WHEAT,,Nov II W - VI W,March II W -IV W
4834.0,MP,SATNA,429,BARLEY,,Nov II W - VI W,March II W -IV W
4835.0,MP,SATNA,429,GRAM,,Nov I W -Nov III W,March II W -III W
4836.0,MP,SATNA,429,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4837.0,MP,SATNA,429,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4838.0,MP,SATNA,429,TEORA,,-,-
4839.0,MP,SATNA,429,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W
4840.0,MP,SATNA,429,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W
4841.0,MP,SATNA,429,SAFFLOWER,,-,-
4842.0,MP,SATNA,429,SUGARCANE,,-,-
4843.0,MP,SATNA,429,COTTON,,-,-
4844.0,MP,SHAHDOL,460,PADDY,,July I W -IV W,Nov II W -III W
4845.0,MP,SHAHDOL,460,JOWAR,,June III W -July I W,Oct I W -III W
4846.0,MP,SHAHDOL,460,BAJRA,,-,-
4847.0,MP,SHAHDOL,460,MAIZE,,June III W -July II W,Oct I W - III W
4848.0,MP,SHAHDOL,460,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W
4849.0,MP,SHAHDOL,460,TUR,,June IV W -July II W,Dec IV W -Jan III W
4850.0,MP,SHAHDOL,460,URAD,,June IV W -July II W,Sept II W -Oct I W
4851.0,MP,SHAHDOL,460,MOONG,,June IV W -July II W,Sept II W -Oct I W
4852.0,MP,SHAHDOL,460,GROUNDNUT,,June IV W -July I W,Oct II W -III W
4853.0,MP,SHAHDOL,460,SOYABEAN,,June IV W -July II W,Oct I W -II W
4854.0,MP,SHAHDOL,460,SESAMUM,,July I W - IV W,Oct II W -IV W
4855.0,MP,SHAHDOL,460,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W
4856.0,MP,SHAHDOL,460,WHEAT,,Nov II W - VI W,March II W -IV W
4857.0,MP,SHAHDOL,460,BARLEY,,-,-
4858.0,MP,SHAHDOL,460,GRAM,,Nov I W -Nov III W,March II W -III W
4859.0,MP,SHAHDOL,460,PEAS,,Oct II W -Nov II W,Feb II W -IV W
4860.0,MP,SHAHDOL,460,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W
4861.0,MP,SHAHDOL,460,TEORA,,-,-
